# CSRF debug log
# Created: 2025-10-17 00:00:00
# Entries appended here by add_staff.php when CSRF mismatches occur.

2025-10-17 13:34:11 CSRF_MISMATCH | ip=127.0.0.1 | posted=3ab087f501b21056c6ef
2025-10-17 13:34:18 CSRF_MISMATCH | ip=127.0.0.1 | posted=3ab087f501b21056c6ef
2025-10-17 13:36:38 CSRF_MISMATCH | ip=127.0.0.1 | posted=109df0680aad49c9cede
2025-10-17 13:43:08 CSRF_MISMATCH | ip=127.0.0.1 | posted=c4323468ceeeefb8b1e5
2025-10-17 13:52:06 CSRF_MISMATCH | ip=127.0.0.1 | posted=e1226d757a0c412eb101 | session=
2025-10-17 13:53:35 CSRF_MISMATCH | ip=127.0.0.1 | posted=e1226d757a0c412eb101 | session=
2025-10-20 02:11:29 TOKEN_INIT | ip=::1 | session=e29062360243d61b93ff | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-20 02:20:51 TOKEN_INIT | ip=::1 | session=e29062360243d61b93ff | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-20 02:21:19 TOKEN_INIT | ip=::1 | session=e29062360243d61b93ff | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-20 02:22:54 TOKEN_INIT | ip=::1 | session=e29062360243d61b93ff | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-20 02:24:06 TOKEN_INIT | ip=::1 | session=e29062360243d61b93ff | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-20 02:24:33 TOKEN_INIT | ip=::1 | session=e29062360243d61b93ff | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-20 02:27:17 TOKEN_INIT | ip=::1 | session=e29062360243d61b93ff | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-20 02:28:39 TOKEN_INIT | ip=::1 | session=e29062360243d61b93ff | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-20 02:29:15 TOKEN_INIT | ip=::1 | session=e29062360243d61b93ff | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-20 02:29:34 TOKEN_INIT | ip=::1 | session=e29062360243d61b93ff | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-20 02:30:09 TOKEN_INIT | ip=::1 | session=e29062360243d61b93ff | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-20 02:31:29 TOKEN_INIT | ip=::1 | session=e29062360243d61b93ff | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-20 02:33:06 TOKEN_INIT | ip=::1 | session=e29062360243d61b93ff | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-20 02:34:14 TOKEN_INIT | ip=::1 | session=e29062360243d61b93ff | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-20 02:55:59 TOKEN_INIT | ip=::1 | session=e29062360243d61b93ff | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-20 02:58:12 TOKEN_INIT | ip=::1 | session=e29062360243d61b93ff | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-20 23:44:44 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=0 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache","Set-Cookie: csrf_add_staff=f81ba8d09d462633b2bc2df00e855e
2025-10-20 23:53:54 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-20 23:54:23 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-20 23:56:40 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-20 23:58:36 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-20 23:58:53 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-20 23:59:08 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 00:02:05 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 00:08:11 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 00:08:23 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 18:14:29 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 18:14:35 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 18:15:18 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 18:19:47 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 18:25:15 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 18:25:41 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 18:28:43 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 18:31:24 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 18:31:27 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 18:31:41 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 18:32:12 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 18:32:44 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 18:32:47 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 18:34:35 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 18:39:00 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 18:47:07 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 18:47:57 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 18:49:51 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 18:50:10 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 18:54:34 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 18:54:49 TOKEN_INIT | ip=::1 | session=f81ba8d09d462633b2bc | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 18:57:34 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache","Set-Cookie: csrf_add_staff=f7938a9ea5f6e9c89a321313133508
2025-10-21 19:03:08 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 19:07:38 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 19:08:57 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 19:13:53 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 19:13:59 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 19:14:05 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 19:14:07 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 19:17:06 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 19:17:09 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 19:18:52 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 19:18:59 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 19:32:41 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 19:51:37 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 19:52:05 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 20:07:08 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 20:10:27 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 22:51:42 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:00:55 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:01:17 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:01:20 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:01:23 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:01:26 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:02:26 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:09:22 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:09:33 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:19:22 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:19:43 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:23:52 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:32:32 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:32:36 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:32:41 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:34:30 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:34:32 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:37:04 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:37:45 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:38:03 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:38:07 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:38:15 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:38:18 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:38:21 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:38:30 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:40:15 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:40:24 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:40:29 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:40:39 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:41:13 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
